cinema (ID),cinema (source),cinema (transliteration),"city, country",year,address,"lat,long",run,seats,affiliation,comments,sources,reconstruction,Coef
MOS436,Салют,Saliut,"Moscow, SU",1954,"Nizh. Maslovka,1/2","55.792065, 37.575222",1,642,Moscow City Executive Committee's Department of Cinefication,2 venues,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,1
MOS437,Смена,Smena,"Moscow, SU",1954,"B. Gruzinskaia, 51","55.771020990551925, 37.582989154099984",2,403,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,"0,88"
MOS438,Спартак,Spartak,"Moscow, SU",1954,"Ul. Chernyshevskogo, 55","55.76354670647905, 37.6548476160702",3,336,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,"0,62"
MOS439,Стереокино,Stereokino,"Moscow, SU",1954,"Pl. Sverdlova, 1/3","55.76037895000343, 37.61916289759364",,178,Moscow City Executive Committee's Department of Cinefication,stereo cinema,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,2
MOS440,Таганский,Taganskiĭ,"Moscow, SU",1954,Taganskaia pl. 12,"55.74038353434052, 37.654197842457705",1,793,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,1
MOS441,Театр киноактера,Teatr kinoaktera,"Moscow, SU",1954,"Ul. Vorovskogo, 31","55.756832, 37.586203",1,924,Ministry of Culture,,All the data is based on the 1949 record.,1,1
MOS442,Ударник,Udarnik,"Moscow, SU",1954,Ul. Serafimovicha,"55.744450, 37.613072",1,2098,Moscow City Executive Committee's Department of Cinefication,including small and red venues of 496 places,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,1
MOS443,Уран,Uran,"Moscow, SU",1954,"Sretenka, 19","55.77040452282041, 37.63155372711536",1,937,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,1
MOS444,Форум,Forum,"Moscow, SU",1954,"Sadovo-Sukharevskaia, 14","55.773058432602916, 37.62740330442969",1,1257,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,1
MOS445,Хроника,Khronika,"Moscow, SU",1954,"Sretenka, 4","55.767124, 37.631820",,267,Moscow City Executive Committee's Department of Cinefication,newsreel,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,"0,5"
MOS446,Художественный,Khudozhestvennyĭ,"Moscow, SU",1954,Arbatskaia pl. 14,"55.752369, 37.602139",1,357,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,1
MOS447,Центральный,Tsentral'nyĭ,"Moscow, SU",1954,"Ul. Gor'kogo, 18-а","55.76592426048217, 37.60529052843362",1,788,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,1
MOS448,ЦПКиО им. Горького,TSPKiO im. Gor'kogo,"Moscow, SU",1954,"Krymskiĭ val, 9","55.73154109054722, 37.60327706944183",1,742,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,1
MOS449,Шторм,Shtorm,"Moscow, SU",1954,"Rusakovskaia, 1","55.78235111103543, 37.67006121362364",1,622,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,1
MOS450,Экран жизни,Ėkran zhizni,"Moscow, SU",1954,"Sadovo-Karetnaia, 45","55.77342398078649, 37.611662769437814",2,565,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,"0,88"
MOS451,Экспресс,Ėkspress,"Moscow, SU",1954,"TSvetnoĭ bul'var, 25","55.77321250837942, 37.620671571295084",3,253,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,"0,62"
MOS452,Эрмитаж,Ėrmitazh,"Moscow, SU",1954,"Karetnyĭ riad, 3","55.77035848488775, 37.60921074307702",1,652,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,1
MOS453,Юный зритель,IUnyĭ zritel',"Moscow, SU",1954,"Arbat, 39","55.74853398105157, 37.588827397745554",2,353,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,"0,88"
MOS454,Авангард,Avangard,"Moscow, SU",1955,B. Iakimanka,"55.731779, 37.611473",2,463,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,"0,88"
MOS455,Аврора,Avrora,"Moscow, SU",1955,"Ul. Chernyshevskogo, 16","55.759157, 37.645708",3,306,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,"0,62"
MOS456,Аквариум,Akvarium,"Moscow, SU",1955,"B. Sadovaia, 14","55.76749154922368, 37.59480267864476",2,732,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,"0,88"
MOS457,Баррикады,Barrikady,"Moscow, SU",1955,"Barrikadnaia, 21","55.76064794396243, 37.579330860186516",2,426,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,"0,88"
MOS458,ВСХВ,VSKHV,"Moscow, SU",1955,Territoriia VSKHV,"55.831674872324214, 37.63130193594137",1,736,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,1
MOS459,ВСХВ малый зал,VSKHV malyī zal,"Moscow, SU",1955,Territoriia VSKHV,"55.831674872324214, 37.63130193594137",2,438,Moscow City Executive Committee's Department of Cinefication,"small venue, seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,"0,88"
MOS460,Динамо,Dinamo,"Moscow, SU",1955,Petrovskiĭ park,"55.79618060753062, 37.555168887144774",1,522,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,1
MOS461,Диск,Disk,"Moscow, SU",1955,Mariinskaia ul. 23,"55.809621, 37.634416",3,207,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,"0,62"
MOS462,Дружба,Druzhba,"Moscow, SU",1955,Novopeschannaia ul. korp. 60,"55.79626860234792, 37.512730548107776",1,277,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,1
MOS463,Заря,Zaria,"Moscow, SU",1955,"Piatnitskaia ul., 2","55.745524, 37.626412",3,228,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,"0,62"
MOS464,Звезда,Zvezda,"Moscow, SU",1955,"Chkalova, 8-22","55.76002828365596, 37.6571141119478",1,228,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,1
MOS465,Знамя,Znamia,"Moscow, SU",1955,Podgorslaia nab. 1/15,"55.74813515028734, 37.64490519799821",1,332,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,1
MOS466,им. Моссовета,im. Mossoveta,"Moscow, SU",1955,"Luzhnikovskaia, 27","55.716276142721824, 37.5739001982771",1,684,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,1
MOS467,Искра,Iskra,"Moscow, SU",1955,"Dmitrovskoe shosse, 3а","55.81168032493068, 37.57701676520979",3,210,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,"0,62"
MOS468,Кадр,Kadr,"Moscow, SU",1955,"Pliushchikha, 11","55.744520, 37.579277",3,325,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73,0,"0,62"
MOS469,Кинозал короткометражного фильма,Kinozal korotkometrazhnogo fil'ma,"Moscow, SU",1955,"Okhotnyĭ riad, 6","55.757521, 37.616369",3,151,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,"0,62"
MOS470,Кинотеатр повторного фильма,Kinoteatr povtornogo fil'ma,"Moscow, SU",1955,"Ul. Gertsena, 23/9","55.757288, 37.599238",2,440,Moscow City Executive Committee's Department of Cinefication,"specialized, re-run cinema",TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,"0,88"
MOS471,Колизей,Kolizeĭ,"Moscow, SU",1955,"Chistye prudy, 19а","55.761781, 37.645941",1,904,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,1
MOS472,Луч,Luch,"Moscow, SU",1955,Sokol'nicheskiĭ district,"55.791681890731304, 37.68025349659428",2,375,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,"0,88"
MOS473,Маяк,Maiak,"Moscow, SU",1955,Dubrovskiĭ pr. 4,"55.72449012452377, 37.664848882933924",3,306,Moscow City Executive Committee's Department of Cinefication,2 venues,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,"0,62"
MOS474,Метрополь,Metropol',"Moscow, SU",1955,"Pl. Sverdlova, 2/4","55.758448, 37.621669",1,730,Moscow City Executive Committee's Department of Cinefication,3 venues,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,1
MOS475,Мир,Mir,"Moscow, SU",1955,"Sushchevskiĭ val, 15","55.79283816599655, 37.59796976091867",2,323,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,"0,88"
MOS476,Молния,Molniia,"Moscow, SU",1955,"Novye Cheremushki, korp. 18","55.682472,37.571654",1,387,Moscow City Executive Committee's Department of Cinefication,2 venues,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,1
MOS477,Молот,Molot,"Moscow, SU",1955,"Rusakovskaia, 23","55.785928, 37.675828",2,328,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,"0,88"
MOS478,Москва,Moskva,"Moscow, SU",1955,Pl. Maiakovskogo,"55.769671725991564, 37.59471331716628",1,791,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,1
MOS479,Наука и знание,Nauka i znanie,"Moscow, SU",1955,"Arbat, 51","55.74814594330477, 37.587553398356306",2,237,Moscow City Executive Committee's Department of Cinefication,scientific films,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,"0,88"
MOS480,Новости дня,Novosti dnia,"Moscow, SU",1955,"Tverskoĭ bul'var, 23","55.762386822142076, 37.602169862309225",3,259,Moscow City Executive Committee's Department of Cinefication,newsreel,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,"0,62"
MOS481,Октябрь,Oktiabr',"Moscow, SU",1955,"Sheremet'evskaia, 19","55.79929647698802, 37.61501275297922",2,381,Moscow City Executive Committee's Department of Cinefication,for children,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,"0,88"
MOS482,Орион,Orion,"Moscow, SU",1955,Preobrazhenskaia pl. 7,"55.795618, 37.708499",1,659,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,1
MOS483,Отдых,Otdykh,"Moscow, SU",1955,Frunzenskaia nab. 10b,"55.73262028126655, 37.59489651255558",1,225,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,1
MOS484,Перекоп,Perekop,"Moscow, SU",1955,Grokhol'skiĭ per. 22,"55.777151, 37.638043",1,590,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,1
MOS485,Пионер,Pioner,"Moscow, SU",1955,"Mozhaĭskoe shosse, 31-35","55.74514068259107, 37.55038335356596",2,355,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,"0,88"
MOS486,ПКиО Сокольники,PKiO Sokol'niki,"Moscow, SU",1955,Sokol'nicheskiĭ district,"55.792565, 37.677725",1,701,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,1
MOS487,Пламя,Plamia,"Moscow, SU",1955,Pl. Vosstaniia,"55.75901565453023, 37.580598513578416",1,590,Moscow City Executive Committee's Department of Cinefication,2 venues,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,1
MOS488,Призыв,Prizyv,"Moscow, SU",1955,"Mozhaĭskoe shosse, 47/51","55.717432889661616, 37.4076118136208",1,386,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,1
MOS489,Радуга,Raduga,"Moscow, SU",1955,"Spartakovskaia, 21","55.77319966176864, 37.67882190091637",2,440,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,"0,88"
MOS490,Родина,Rodina,"Moscow, SU",1955,Semenovskaia pl.,"55.781570, 37.717869",1,1268,Moscow City Executive Committee's Department of Cinefication,2 venues,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,1
MOS491,Сад им. Баумана,Sad im. Baumana,"Moscow, SU",1955,"Ul. Karla Marksa, 18","55.766581, 37.659918",1,708,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,1
MOS492,Сад Эрмитаж,Sad Ėrmitazh,"Moscow, SU",1955,"Karetnyĭ riad, 3","55.77080510877408, 37.60954337553044",1,428,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,1
MOS493,Салют,Saliut,"Moscow, SU",1955,"Nizh. Maslovka,1/2","55.792065, 37.575222",1,642,Moscow City Executive Committee's Department of Cinefication,2 venues,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,1
MOS494,Слава,Slava,"Moscow, SU",1955,"Shosse Entuziastov, 174","55.76173081200837, 37.77388895420797",1,880,Moscow City Executive Committee's Department of Cinefication,2 venues,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,1
MOS495,Смена,Smena,"Moscow, SU",1955,"B. Gruzinskaia, 51","55.771020990551925, 37.582989154099984",2,400,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,"0,88"
MOS496,Спартак,Spartak,"Moscow, SU",1955,"Ul. Chernyshevskogo, 55","55.76354670647905, 37.6548476160702",3,336,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,"0,62"
MOS497,Стереокино,Stereokino,"Moscow, SU",1955,"Pl. Sverdlova, 1/3","55.76037895000343, 37.61916289759364",,178,Moscow City Executive Committee's Department of Cinefication,stereo cinema,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,2
MOS498,Таганский,Taganskiĭ,"Moscow, SU",1955,Taganskaia pl. 12,"55.74038353434052, 37.654197842457705",1,793,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,1
MOS499,Ударник,Udarnik,"Moscow, SU",1955,Ul. Serafimovicha,"55.744450, 37.613072",1,2098,Moscow City Executive Committee's Department of Cinefication,including small and red venues of 496 places,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,1
MOS500,Уран,Uran,"Moscow, SU",1955,"Sretenka, 19","55.77040452282041, 37.63155372711536",1,937,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,1
MOS501,Форум,Forum,"Moscow, SU",1955,"Sadovo-Sukharevskaia, 14","55.773058432602916, 37.62740330442969",1,1191,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,1
MOS502,Хроника,Khronika,"Moscow, SU",1955,"Sretenka, 4","55.767124, 37.631820",3,267,Moscow City Executive Committee's Department of Cinefication,newsreel,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,"0,62"
MOS503,Художественный,Khudozhestvennyĭ,"Moscow, SU",1955,Arbatskaia pl. 14,"55.752369, 37.602139",1,994,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,1
MOS504,Центральный,Tsentral'nyĭ,"Moscow, SU",1955,"Ul. Gor'kogo, 18-а","55.76592426048217, 37.60529052843362",1,788,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,1
MOS505,ЦПКиО им. Горького,TSPKiO im. Gor'kogo,"Moscow, SU",1955,"Krymskiĭ val, 9","55.73154109054722, 37.60327706944183",1,742,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,1
MOS506,Шторм,Shtorm,"Moscow, SU",1955,"Rusakovskaia, 1","55.78235111103543, 37.67006121362364",1,622,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,1
MOS507,Экран жизни,Ėkran zhizni,"Moscow, SU",1955,"Sadovo-Karetnaia, 45","55.77342398078649, 37.611662769437814",2,565,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,"0,88"
MOS508,Экспресс,Ėkspress,"Moscow, SU",1955,"TSvetnoĭ bul'var, 25","55.77321250837942, 37.620671571295084",3,253,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,"0,62"
MOS509,Эрмитаж,Ėrmitazh,"Moscow, SU",1955,"Karetnyĭ riad, 3","55.77035848488775, 37.60921074307702",1,652,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,1
MOS510,Юный зритель,IUnyĭ zritel',"Moscow, SU",1955,"Arbat, 39","55.74853398105157, 37.588827397745554",2,351,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 42. L. 72-73.,0,"0,88"
