film_id,title (original),Year of Production,Duration (min),IMDB id
flm0002356,Злодейка с наклейкой,1954,10,tt6289304
flm0002357,Пусть крепнет советско-индийская дружба,,,
flm0002358,Новости дня № 36 1955 г.,,,
flm0002359,Премьер-министр республики Индии Джавахарлал Неру в Советской стране,1955,,tt14184226
flm0002360,Életjel,1954,98,tt0047698
flm0002361,Они спустились с гор,1954,95,tt0234394
flm0002362,Киносборник Родимые пятна,,,
flm0002363,Молдавский виноград,,,
flm0002364,Физкультурники Донбасса,,,
flm0002365,Carola Lamberti - Eine vom Zirkus,1954,90,tt0046830
flm0002366,Fel a fejjel,1954,107,tt0046971
flm0002367,Новости дня № 37 1955 г.,,,
flm0002368,Наука и техника №6 1955 г.,,,
flm0002369,Государственный Русский музей,,,
flm0002370,Новости дня № 38 1955 г.,,,
flm0002371,Советский спорт № 6 1955 г.,,,
flm0002372,Пионерия № 6 1955 г.,,,
flm0002373,La edad del amor,1929,129,tt0019843
flm0002374,Конвейер железобетонных домов,,,
flm0002375,Рассказ о гало,,,
flm0002376,Меченые атомы,,,
flm0002377,Смольный конвейер железобетонных домов,,,
flm0002378,Новости дня № 39 1955 г.,,,
flm0002379,Международные соревнования легкоатлетов в Москве,,,
flm0002380,Поволжье №22 1955 г.,,,
flm0002381,Новости недели № 21 1955 г.,,,
flm0002382,Необыкновенный матч,1955,21,tt3364872
flm0002383,Секрет красоты,1955,16,tt0174191
flm0002384,Смольный,,,
flm0002385,Правительственная делегация демократической республики Вьетнам в СССР,,,
flm0002386,Звезды на крыльях,1955,81,tt0314959
flm0002387,На Дунае,1940,60,tt3881610
flm0002388,Государственный Эрмитаж,,,
flm0002389,Новости дня № 40 1955 г.,,,
flm0002390,Международные соревнования по легкой атлетике в Москве,,,
flm0002391,Югославские футболисты в советской стране,,,
flm0002392,На совещании глав правительств четырех держав,,,
flm0002393,Премьер-министр республики Индии Джавахарлал Неру в Советской стране,,,
flm0002394,Seventh Heaven,1937,102,tt0029539
flm0002395,50 лет со дня смерти Абая Кунанбаева,,,
flm0002396,Новости дня № 41 1955 г.,,,
flm0002397,Главы правительств четырех держав в Женеве,,,
flm0002398,Счастье трудных дорог,,,
flm0002399,Призраки покидают вершины,1955,96,tt0193433
flm0002400,Новости дня № 42 1955 г.,,,
flm0002401,Москва праздничная,,,
flm0002402,Под солнцем юга,,,
flm0002403,В чудесном городе,,,
flm0002404,Советский спорт № 7 1955 г.,,,
flm0002405,Новости сельского хозяйства № 6 1955 г.,,,
flm0002406,Советская Украина № 27 1955 г.,,,
flm0002407,Советская Белоруссия № 16 1955 г.,,,
flm0002408,Ленинградский журнал №17 1955 г.,,,
flm0002409,Совещание глав правительств четырех держав закончило свою работу,,,
flm0002410,На краю,,,
flm0002411,Ляна,1955,78,tt0048297
flm0002412,Сын пастуха,1955,77,tt5040006
flm0002413,Новости дня № 43 1955 г.,,,
flm0002414,Советский спорт № 8 1955 г.,,,
flm0002415,Тигроловы,,,
flm0002416,Лымеривна,1955,88,tt0985059
flm0002417,Рассказ о магните,,,
flm0002418,Naughty Marietta,1935,105,tt0026768
flm0002419,Стрела улетает в сказку,1954,29,tt1794974
flm0002420,Новости дня № 44 1955 г.,,,
flm0002421,Третья сессия Верховного Совета СССР 4-го созыва,,,
flm0002422,Футбол Англия - СССР,,,
flm0002423,Княжна Мери,1955,101,tt0048264
flm0002424,Новости дня № 45 1955 г.,,,
flm0002425,Наука и техника №7 1955 г.,,,
flm0002426,С аттестатом зрелости на завод,,,
flm0002427,На Всемирной ассамблее мира,,,
flm0002428,Nejlepsi clovek,1954,109,tt0308641
flm0002429,Madame X,1937,72,tt0029179
flm0002430,Первая в мире,,,
flm0002431,Новости дня № 46 1955 г.,,,
flm0002432,Советский спорт № 9 1955 г.,,,
flm0002433,Чемпионы мира по футболу в Москве,,,
flm0002434,Иностранная кинохроника №1 1955 г.,,,
flm0002435,Die Frau ohne Vergangenheit,1939,89,tt0031339
flm0002436,Солнечный камень,,,
flm0002437,Новости дня № 47 1955 г.,,,
flm0002438,Новости сельского хозяйства № 7 1955 г.,,,
flm0002439,Лорд-мэр Лондона в Москве,,,
flm0002440,Спортсмены одного корабля,,,
flm0002441,Московская кинохроника №1 1955 г.,,,
flm0002442,Айвазовский,,,
flm0002443,Нестерка,1955,88,tt0177040
flm0002444,Don Giovanni,1955,89,tt0048003
flm0002445,Новости дня № 48 1955 г.,,,
flm0002446,Советский спорт № 10 1955 г.,,,
flm0002447,Советская выставка в Аргентине,,,
flm0002448,Солдат Иван Бровкин,1955,93,tt0048639
flm0002449,Новости недели № 28 1955 г.,,,
flm0002450,Советская Украина № 36 1955 г.,,,
flm0002451,Новости дня № 49 1955 г.,,,
flm0002452,По Финляндии,,,
flm0002453,Советская и Чехословацкая выставки в Исландии,,,
flm0002454,Приключение с пиджаком Тарапуньки,,,
flm0002455,Seesterne,1952,93,tt0241931
flm0002456,Én és a nagyapám,1954,110,tt0048835
flm0002457,На бойком месте,1955,,tt0048407
flm0002458,Переговоры между правительственными делегациями Советского Союза и Германской Федеративной Республики,,,
flm0002459,Международные соревнования легкоатлетов,,,
flm0002460,Gasparone,1955,97,tt0140068
flm0002461,Новости дня № 50 1955 г.,,,
flm0002462,Случай с ефрейтором Кочетковым,1955,78,tt0287295
flm0002463,Прибытие в Москву правительственной делегации Германской Демократической Республики,,,
flm0002464,Чехословацкая выставка в Москве,,,
flm0002465,Выставка Дрезденской Картинной Галереи,,,
flm0002466,Пребывание президента Финляндской Республики Паасикиви в Москве,,,
flm0002467,Миссия доброй воли,,,
flm0002468,Пребывание Правительственной делегации Германской Демократической Республики в Москве,,,
flm0002469,Новости дня № 51 1955 г.,,,
flm0002470,Урок жизни,1955,112,tt0048770
flm0002471,Ломоносов,,,
flm0002472,Мелочь,,,
flm0002473,Советский спорт № 11 1955 г.,,,
flm0002474,Иностранная кинохроника №2 1955 г.,,,
flm0002475,Новости дня № 54 1955 г.,,,
flm0002476,Наука и техника №8 1955 г.,,,
flm0002477,Трубка и медведь,1955,10,tt6923430
flm0002478,Kariera,1955,73,tt0048243
flm0002479,Pokolenie,1955,87,tt0048500
flm0002480,Du jiang zhen cha ji,1954,110,tt6478958
flm0002481,Юные патриоты,,,
flm0002482,Наука и техника №9 1955 г.,,,
flm0002483,Новости дня № 52 1955 г.,,,
flm0002484,Московская кинохроника №2 1955 г.,,,
flm0002485,Дорога,1955,103,tt0174601
flm0002486,Пятнадцать дней в Советском Союзе,,,
flm0002487,Новоселье,1955,,tt0185540
flm0002488,Счастье Андруса,1955,,tt0446904
flm0002489,Глазами кино,,,
flm0002490,Новости дня № 53 1955 г.,,,
flm0002491,Крылья Родины,,,
flm0002492,Новости недели № 33 1955 г.,,,
flm0002493,Ленинградский киножурнал №24 1955 г.,,,
flm0002494,Борис Годунов,1954,110,tt0052642
flm0002495,Хитрость старого Ашира,,,
flm0002496,На востоке Каспийского моря,,,
flm0002497,На земле Древней Эллады,,,
flm0002498,Новости сельского хозяйства № 8 1955 г.,,,
flm0002499,У берегов Телецкого озера,,,
flm0002500,Футбол. Международные встречи сборных команд СССР - Венгрия,,,
flm0002501,Неоконченная повесть,1955,100,tt0048419
flm0002502,Julietta,1953,96,tt0045942
flm0002503,Le salaire de la peur,1953,131,tt0046268
flm0002504,Любовь женщины,1953,104,tt0045505
flm0002505,Naissance du cinéma,1950,38,tt0892085
flm0002506,Франсуа-Носорог,,,
flm0002507,Истинный рай,,,
flm0002508,Императорские пингвины,,,
flm0002509,Эмиль Золя,,,
flm0002510,Les grandes manoeuvres,1955,106,tt0048133
flm0002511,Le rouge et le noir,1954,205,tt0047432
flm0002512,Замки Луары,,,
flm0002513,Пребывание министра Иностранных Дел Канады Лестера Б. Пирсона в Советском Союзе,,,
flm0002514,Les évadés,1955,110,tt0139756
flm0002515,Thérèse Raquin,1953,102,tt0046429
flm0002516,Варшавские встречи,1956,,tt0240167
flm0002517,Югославская парламентская делегация в Советском Союзе,,,
flm0002518,Прибытие в Москву премьер-министра Бирманского Союза У-Ну,,,
flm0002519,Следы на снегу,1955,82,tt0048631
flm0002520,Пребывание парламентской делегации Сирии в Советском Союзе,,,
flm0002521,Счастливая юность,,,
flm0002522,Футбол Германская Федеративная Республика - СССР,,,
flm0002523,Наука и техника №10 1955 г.,,,
flm0002524,По новым дорогам,,,
flm0002525,Новости дня № 55 1955 г.,,,
flm0002526,Ленинградский киножурнал №25 1955 г.,,,
flm0002527,Неделя французского фильма,,,
flm0002528,Футбол. Франция - СССР,,,
flm0002529,Терентий Мальцев,,,
flm0002530,Великий преобразователь природы,,,
flm0002531,Дело,1955,92,tt5862746
flm0002532,Niezwykla podróz,1955,10,tt14266178
flm0002533,Советский спорт № 13 1955 г.,,,
flm0002534,Новости дня № 56 1955 г.,,,
flm0002535,В центре Арктики,,,
flm0002536,Государственный Русский Музей в Ленинграде,,,
flm0002537,К новому берегу,1955,,tt0172640
flm0002538,Иностранная кинохроника №3 1955 г.,,,
flm0002539,Московская кинохроника №3 1955 г.,,,
flm0002540,Бельгийская парламентская делегация в Советском Союзе,,,
flm0002541,Французская парламентская делегация в СССР,,,
flm0002542,Премьер-министр Бирманского Союза У-Ну в СССР,,,
flm0002543,Празднование 38-й годовщины Великого Октября в Москве,,,
flm0002544,Новости дня № 57 1955 г.,,,
flm0002545,Делегация японского парламента в СССР,,,
flm0002546,Французские кинодеятели в СССР,,,
flm0002547,А. Саврасов,,,
flm0002548,Паруса над океаном,,,
flm0002549,Советская Украина № 41 1955 г.,,,
flm0002550,Ленинградский киножурнал №28 1955 г.,,,
flm0002551,Новости дня № 58 1955 г.,,,
flm0002552,Когда наступает вечер,1955,68,tt0447237
flm0002553,Кейт Холиок в Советском Союзе,,,
flm0002554,Золотое руно,,,
flm0002555,Тонкорунное овцеводство Алтая,,,
flm0002556,3-я Всесоюзная студенческая спартакиада,,,
flm0002557,Двенадцатая ночь,1955,90,tt0049166
flm0002558,Новости дня № 59 1955 г.,,,
flm0002559,Советский спорт № 14 1955 г.,,,
flm0002560,Наука и техника №11 1955 г.,,,
flm0002561,Bidend yuu saad bolj baina,1956,48,tt18568606
flm0002562,Советские моряки в Англии,,,
flm0002563,Пребывание премьер-министра Норвегии Э. Герхардсена в Москве,,,
flm0002564,Прибытие в Дели Н. А. Булганина и Н. С. Хрущева,,,
flm0002565,Сборные дома,,,
flm0002566,Опыт крупноблочного строительства,,,
flm0002567,Митинг в честь Н. А. Булганина и Н.С. Хрущева,,,
flm0002568,Новости сельского хозяйства № 9 1955 г.,,,
flm0002569,Фламандская живопись XVII века,,,
flm0002570,Международные соревнования по плаванию,,,
flm0002571,Новости дня № 60 1955 г.,,,
flm0002572,Сборный железобетон в жилищном строительстве,,,
flm0002573,Рассказ об одном открытии,,,
flm0002574,Ленинградский киножурнал №30 1955 г.,,,
flm0002575,Советская Украина № 42 1955 г.,,,
flm0002576,Новости недели №39 1955 г.,,,
flm0002577,Львов - город бессмертной славы,,,
flm0002578,Памятники русского деревянного зодчества,,,
flm0002579,У рязанских животноводов,,,
flm0002580,Московская кинохроника №4 1955 г.,,,
flm0002581,Иностранная кинохроника №4 1955 г.,,,
flm0002582,Krvavi put,1955,95,tt0048269
flm0002583,Весенние голоса,1956,67,tt0049790
flm0002584,Пребывание Н. А. Булганина и Н. С. Хрущева в Бомбее,,,
flm0002585,Ombre et lumière,1951,92,tt0043877
flm0002586,Пребывание английских кораблей в Ленинграде,,,
flm0002587,Новости дня № 61 1955 г.,,,
flm0002588,Люксембургская парламентская делегация в СССР,,,
flm0002589,Премьер-министр Бирманского союза У НУ в советской стране,,,
flm0002590,Дом культуры строителей,,,
flm0002591,Советская Украина № 43 1955 г.,,,
flm0002592,Поволжье №39 1955 г.,,,
flm0002593,Тень у пирса,1955,83,tt0048704
flm0002594,Встречи на ринге,1949,104,tt0042029
flm0002595,В Хибинских горах,,,
flm0002596,Венецианская живопись XVI века,,,
flm0002597,Голландская живопись XVII века,,,
flm0002598,Новости дня № 62 1955 г.,,,
flm0002599,Новости сельского хозяйства № 10 1955 г.,,,
flm0002600,Н. А. Булганин и Н. С. Хрущев в Бирме,,,
flm0002601,Праздник латышского народа,,,
flm0002602,Весенние заморозки,1955,83,tt0047874
flm0002603,Советская экспедиция отправляется в Антарктиду,,,
flm0002604,Budapesti tavasz,1955,99,tt0047903
flm0002605,Liliomfi,1955,109,tt0047180
flm0002606,Különös ismertetöjel,1955,,tt0048276
flm0002607,A harag napja,1953,96,tt0045856
flm0002608,Путешествие по Исландии,,,
flm0002609,1905 год,,,
flm0002610,Новости дня № 63 1955 г.,,,
flm0002611,Митинг в Дели в честь Н. А. Булганина и Н. С. Хрущева,,,
flm0002612,Салтанат,1955,,tt0048578
flm0002613,Rákóczi induló,1955,,tt9464156
flm0002614,Рождение Венгерской Народной республики,,,
flm0002615,В окрестностях озера Балатон,,,
flm0002616,Способ плавания дельфином,,,
flm0002617,Мы живем в Кулунде,,,
flm0002618,Колхоз Саканайс Октобрис,,,
flm0002619,Н. А. Булганин и Н. С. Хрущев в Афганистане,,,
flm0002620,Москва встречает Н. А. Булганина и Н. С. Хрущева,,,
flm0002621,Новости дня № 64 1955 г.,,,
flm0002622,Гости из Вирмингама,,,
flm0002623,Иностранная кинохроника №5 1955 г.,,,
flm0002624,Педагогическая поэма,1955,111,tt0048478
flm0002625,Дружба великих народов,1956,,tt0049923
flm0002626,Дым в лесу,1955,48,tt1673579
